date,open,high,low,close,volume,oi
2020-12-30,347.8,350.8,347.8,350.8,2,1
2021-01-11,355.0,361.0,355.0,361.0,2,2
2021-01-12,353.0,353.0,353.0,353.0,1,3
2021-01-14,358.0,358.8,358.0,358.8,2,3
2021-01-28,350.2,350.2,350.2,350.2,1,3
2021-02-03,366.5,366.5,366.5,366.5,1,3
2021-02-04,352.0,372.4,352.0,371.6,43,3
2021-02-05,375.9,375.9,372.1,375.8,3,3
2021-02-25,420.0,420.0,420.0,420.0,1,3
2021-03-08,446.0,446.0,446.0,446.0,1,3
2021-03-23,403.1,407.3,403.1,407.3,2,3
2021-03-30,410.0,410.0,410.0,410.0,1,2
2021-04-01,401.6,401.6,401.6,401.6,1,2
2021-04-02,417.5,417.5,417.5,417.5,1,2
2021-04-06,404.8,405.5,404.8,405.4,7,7
2021-04-07,403.5,403.5,403.5,403.5,2,9
2021-04-08,404.3,404.3,401.0,401.0,4,11
2021-04-12,399.3,399.3,399.3,399.3,1,12
2021-04-15,410.2,416.0,410.2,416.0,6,12
2021-04-29,419.7,421.5,419.7,421.5,2,12
2021-05-06,424.5,426.0,424.5,426.0,7,7
2021-05-07,417.1,417.1,417.1,417.1,3,7
2021-05-12,429.1,429.1,420.0,429.1,3,6
2021-05-13,422.0,422.0,422.0,422.0,1,6
2021-05-14,416.2,416.2,416.2,416.2,1,6
2021-05-20,417.8,417.8,417.4,417.4,2,7
2021-05-21,409.9,409.9,408.2,408.2,2,7
2021-05-25,426.0,426.0,426.0,426.0,1,7
2021-05-26,421.8,422.2,419.6,420.9,98,44
2021-05-27,418.0,420.0,415.1,415.8,139,129
2021-05-28,416.0,425.1,416.0,419.8,162,188
2021-05-31,423.4,423.5,418.8,422.2,37,195
2021-06-01,424.8,431.2,421.0,427.6,301,328
2021-06-02,427.6,441.5,426.0,428.6,106,316
2021-06-03,431.8,441.2,431.1,437.4,61,341
2021-06-04,437.4,437.4,428.5,434.2,79,359
2021-06-07,437.6,438.3,431.4,432.9,186,377
2021-06-08,432.9,436.7,428.3,431.2,55,370
2021-06-09,433.3,439.7,431.0,438.5,65,387
2021-06-10,440.7,440.7,430.8,432.4,76,401
2021-06-11,432.6,439.4,429.5,437.6,116,430
2021-06-15,440.1,444.0,435.2,439.5,42,437
2021-06-16,442.9,449.2,442.3,446.7,70,442
2021-06-17,443.7,447.4,442.3,446.1,69,455
2021-06-18,446.1,447.3,433.8,436.2,78,462
2021-06-21,433.0,446.5,433.0,443.2,81,464
2021-06-22,442.5,447.5,438.0,447.5,203,375
2021-06-23,445.6,449.2,445.1,449.2,46,385
2021-06-24,456.4,456.4,449.0,451.8,81,389
2021-06-25,448.2,463.1,446.8,452.5,104,418
2021-06-28,455.8,458.0,450.1,454.7,80,426
2021-06-29,455.0,455.0,448.3,450.5,87,447
2021-06-30,454.2,454.4,452.2,453.4,73,439
2021-07-01,456.0,457.5,450.8,455.6,161,441
2021-07-02,461.1,466.1,460.1,464.2,178,428
2021-07-05,464.7,469.0,462.8,468.7,126,440
2021-07-06,468.6,476.0,465.6,472.2,127,440
2021-07-07,467.6,467.6,451.1,454.0,393,438
2021-07-08,455.4,457.6,440.0,441.1,250,499
2021-07-09,442.7,448.3,440.0,447.7,251,498
2021-07-12,448.9,453.9,447.0,448.3,116,478
2021-07-13,446.6,454.1,446.6,453.9,63,468
2021-07-14,452.5,460.2,452.4,457.6,287,567
2021-07-15,457.0,457.0,440.6,441.3,158,572
2021-07-16,441.3,445.4,437.8,438.6,174,569
2021-07-19,442.2,444.8,435.7,438.4,213,617
2021-07-20,430.9,430.9,414.1,418.5,328,679
2021-07-21,414.8,421.8,411.9,416.7,447,763
2021-07-22,428.0,430.3,422.0,428.8,194,772
2021-07-23,433.7,443.2,433.7,442.8,276,801
2021-07-26,444.2,447.8,437.4,437.4,625,1008
2021-07-27,445.2,450.1,443.3,445.9,422,1019
2021-07-28,446.2,451.2,442.9,448.7,223,1017
2021-07-29,448.4,451.3,447.0,450.5,185,1022
2021-07-30,454.0,456.4,450.6,452.8,177,1035
2021-08-02,455.7,458.6,444.4,449.8,143,1037
2021-08-03,449.8,451.4,436.9,437.3,335,1004
2021-08-04,430.0,438.6,428.8,437.8,302,995
2021-08-05,432.4,434.9,424.6,425.2,374,1023
2021-08-06,426.6,437.7,426.6,436.2,170,1007
2021-08-09,437.6,440.6,420.6,422.0,258,976
2021-08-10,418.0,428.0,418.0,428.0,175,1004
2021-08-11,428.9,434.1,425.3,434.1,205,1017
2021-08-12,428.8,435.4,424.5,431.4,301,1058
2021-08-13,432.1,434.8,428.4,429.4,198,1050
2021-08-16,432.6,435.6,424.0,425.8,354,1149
2021-08-17,422.2,426.5,418.0,420.5,233,1131
2021-08-18,423.4,426.0,417.2,422.1,346,1163
2021-08-19,423.1,424.2,406.3,407.8,590,1181
2021-08-20,403.5,407.6,400.1,406.1,956,1261
2021-08-23,400.6,409.0,397.3,407.3,741,1409
2021-08-24,411.5,420.3,409.5,417.0,1184,1578
2021-08-25,418.5,427.3,418.5,424.6,906,1732
2021-08-26,430.6,431.8,425.0,429.5,1455,1915
2021-08-27,428.9,434.0,423.8,432.7,1335,2000
2021-08-30,434.0,436.6,431.7,433.8,1045,2195
2021-08-31,435.6,437.3,432.6,434.8,904,2290
2021-09-01,428.7,439.2,428.7,438.8,1297,2389
2021-09-02,437.1,440.6,428.2,439.8,1863,2651
2021-09-03,444.4,452.3,444.3,449.1,1871,2880
2021-09-06,451.9,452.1,438.7,440.0,2019,3017
2021-09-07,443.7,448.0,442.0,447.0,1072,3017
2021-09-08,443.0,444.9,437.8,442.0,2194,3270
2021-09-09,445.7,448.5,443.2,446.0,2021,3465
2021-09-10,443.1,445.2,434.9,441.8,3675,3718
2021-09-13,445.9,454.5,445.9,452.9,3108,3956
2021-09-14,455.2,458.5,450.7,456.5,1996,4141
2021-09-15,457.5,460.1,450.3,457.3,2579,4708
2021-09-16,462.4,471.0,461.6,461.9,3886,4543
2021-09-17,460.9,467.8,459.2,464.7,2414,4427
2021-09-22,460.3,466.1,459.2,464.6,1346,4356
2021-09-23,464.8,473.7,463.8,472.6,2861,4440
2021-09-24,471.8,481.9,469.9,480.6,3871,4433
2021-09-27,478.4,492.6,476.1,488.0,4325,4659
2021-09-28,491.3,502.3,489.9,501.1,4694,4956
2021-09-29,498.2,501.3,482.6,485.3,6615,5193
2021-09-30,488.9,495.4,487.0,489.1,5221,5192
2021-10-08,514.0,523.1,514.0,522.5,5472,6026
2021-10-11,520.0,527.6,517.5,524.9,6116,6401
2021-10-12,527.3,529.4,522.5,524.7,5835,7007
